bytes	files	directory
5460734773	5854	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep387/icp_replay_dataset
815704220	912	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep3/icp_replay_dataset
2846122130	3203	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep420/icp_replay_dataset
1784664265	2060	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep579/icp_replay_dataset
2447127106	2831	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep654/icp_replay_dataset
5457621044	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep671/icp_replay_dataset
233017726	249	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep682/icp_replay_dataset
761346418	825	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep687/icp_replay_dataset
2366567297	2629	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep715/icp_replay_dataset
2138758153	2371	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep715.incomplete.20260725T150804/icp_replay_dataset
2471205338	2709	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep764/icp_replay_dataset
442974451	473	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep764.incomplete.20260725T153442/icp_replay_dataset
753520150	851	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep815/icp_replay_dataset
5634966406	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep87/icp_replay_dataset
1363032859	1545	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep888/icp_replay_dataset
1640085452	1853	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep93/icp_replay_dataset
1483909527	1673	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep95/icp_replay_dataset
1159803180	1311	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep95.incomplete.20260725T112336/icp_replay_dataset
975476915	1152	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep962/icp_replay_dataset
1064984502	1217	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_online_shadow_24ep_rerun1_20260725_ep987/icp_replay_dataset
772082821	852	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_policy_v2_shadow_smoke_ep3_rerun1_20260725_ep3/icp_replay_dataset
2412446105	4653	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep100/icp_replay_dataset
764077225	1528	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep1062/icp_replay_dataset
453403486	988	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep1069/icp_replay_dataset
1075715952	1946	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep18/icp_replay_dataset
754828606	1463	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep196/icp_replay_dataset
197568930	388	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep19/icp_replay_dataset
496593448	1003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep205/icp_replay_dataset
430733580	878	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep264/icp_replay_dataset
1659129078	3278	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep276/icp_replay_dataset
848746400	1803	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep310/icp_replay_dataset
303692139	596	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep324/icp_replay_dataset
333980696	653	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep333/icp_replay_dataset
233802911	439	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep344/icp_replay_dataset
1008032110	2303	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep351/icp_replay_dataset
1469498149	2913	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep355/icp_replay_dataset
541641955	1228	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep356/icp_replay_dataset
2746568147	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep366/icp_replay_dataset
261211456	603	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep385/icp_replay_dataset
612882788	1203	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep387/icp_replay_dataset
359399146	703	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep3/icp_replay_dataset
1212260262	2358	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep420/icp_replay_dataset
173095994	328	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep427/icp_replay_dataset
173095994	328	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep428/icp_replay_dataset
1143642585	2428	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep448/icp_replay_dataset
162505293	328	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep484/icp_replay_dataset
746899547	1403	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep489/icp_replay_dataset
352512901	678	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep490/icp_replay_dataset
619297426	1228	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep539/icp_replay_dataset
795500004	1703	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep579/icp_replay_dataset
583658629	1278	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep581/icp_replay_dataset
2884720176	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep613/icp_replay_dataset
376178453	753	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep645/icp_replay_dataset
1141956229	2353	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep646/icp_replay_dataset
253034106	528	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep654/icp_replay_dataset
639414487	1228	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep658/icp_replay_dataset
741506415	1403	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep671/icp_replay_dataset
1428531691	3103	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep672/icp_replay_dataset
238094278	453	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep681/icp_replay_dataset
110197785	203	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep682/icp_replay_dataset
238014957	428	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep687/icp_replay_dataset
1406185373	2613	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep688/icp_replay_dataset
365293100	653	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep689/icp_replay_dataset
947906438	1813	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep691/icp_replay_dataset
978034194	2083	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep698/icp_replay_dataset
1145502718	2236	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep715/icp_replay_dataset
951744579	1978	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep764/icp_replay_dataset
213766303	378	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep784/icp_replay_dataset
3016932130	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep785/icp_replay_dataset
422387742	813	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep814/icp_replay_dataset
363692243	703	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep815/icp_replay_dataset
2789739289	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep844/icp_replay_dataset
2498342311	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep87/icp_replay_dataset
592697398	1278	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep888/icp_replay_dataset
54619310	103	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep929/icp_replay_dataset
420893661	853	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep93/icp_replay_dataset
504778902	1078	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep95/icp_replay_dataset
675329403	1378	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep961/icp_replay_dataset
318207371	653	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep962/icp_replay_dataset
893620251	1803	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep979/icp_replay_dataset
586241603	1203	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep987/icp_replay_dataset
1218017804	1440	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep196/icp_replay_dataset
421947816	505	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep19/icp_replay_dataset
1496089012	1667	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep205/icp_replay_dataset
1346282864	1634	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep264/icp_replay_dataset
5101351249	6020	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep268/icp_replay_dataset
3590169021	3947	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep276/icp_replay_dataset
2049061811	2399	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep310/icp_replay_dataset
4911488096	6018	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep344/icp_replay_dataset
2271709217	2813	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep351/icp_replay_dataset
1874556277	2179	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep355/icp_replay_dataset
5079597872	6019	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep366/icp_replay_dataset
5019130336	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep367/icp_replay_dataset
1743200528	1967	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep368/icp_replay_dataset
2230710004	2574	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep420/icp_replay_dataset
5507471992	6024	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep420.incomplete.20260728T081402/icp_replay_dataset
903944532	972	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep427/icp_replay_dataset
903875887	972	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep427.incomplete.20260728T084505/icp_replay_dataset
291427152	340	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep484/icp_replay_dataset
1516518109	1726	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep489/icp_replay_dataset
2992157921	3376	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep489.incomplete.20260728T091316/icp_replay_dataset
5261763174	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep490/icp_replay_dataset
5303937657	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep491/icp_replay_dataset
1302610727	1456	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep4/icp_replay_dataset
1724917272	2026	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep500/icp_replay_dataset
1266860224	1425	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep539/icp_replay_dataset
162369204	156	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep539.incomplete.20260728T103428/icp_replay_dataset
1819483535	2091	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep579/icp_replay_dataset
2155279762	2483	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep581/icp_replay_dataset
5255152122	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep5/icp_replay_dataset
42748069	14	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep5.incomplete.20260727T235444/icp_replay_dataset
1070341590	1184	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep646/icp_replay_dataset
1831275853	2083	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep647/icp_replay_dataset
1397652239	1544	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep658/icp_replay_dataset
1454918522	1664	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep669/icp_replay_dataset
1759159662	1994	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep671/icp_replay_dataset
2044548663	2344	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep680/icp_replay_dataset
699201705	754	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep687/icp_replay_dataset
1040485003	1127	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep688/icp_replay_dataset
959540845	1037	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep698.incomplete.20260728T131543/icp_replay_dataset
1871894837	2035	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep784.incomplete.20260728T132923/icp_replay_dataset
1255529790	1349	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep785/icp_replay_dataset
4018298012	4290	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep785.incomplete.20260728T134556/icp_replay_dataset
3604550320	3978	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep88/icp_replay_dataset
5936348670	6010	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep89/icp_replay_dataset
1188693794	1402	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_route2_terminal_recovery_active50_20260727_ep95/icp_replay_dataset
797331096	955	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_anchor_state_stage2_shadow_canary_20260726_ep491.partial.user_stopped.20260726T120759/icp_replay_dataset
415758985	462	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_anchor_state_stage31_shadow_canary_20260726_ep491.partial.user_stopped.20260726T160819Z/icp_replay_dataset
101343073	112	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_anchor_state_stage31_shadow_canary_20260726_ep5/icp_replay_dataset
405754004	435	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_anchor_state_stage31_shadow_canary_20260726_ep5.partial.user_stopped.20260726T160127Z/icp_replay_dataset
322079691	350	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_candidate_controller_active_v0_ep5_canary_20260726_ep5.partial.user_stopped.20260726T153950Z/icp_replay_dataset
1826845114	2057	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_candidate_controller_stage32_active_5ep_20260726_ep205/icp_replay_dataset
880445360	968	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_candidate_controller_stage32_active_5ep_20260726_ep205.incomplete.20260726T181417/icp_replay_dataset
34163635	38	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_candidate_controller_stage32_active_5ep_20260726_ep205.incomplete.20260726T181652/icp_replay_dataset
4468592268	5297	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_candidate_controller_stage32_active_5ep_20260726_ep5/icp_replay_dataset
655347720	727	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_candidate_selector_stage25_ep5_shadow_canary_20260726_ep5.partial.user_stopped.20260726T152920Z/icp_replay_dataset
821871216	909	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_candidate_selector_stage25_hysteresis_shadow_canary_20260726_ep658.partial.user_stopped.20260726T151228Z/icp_replay_dataset
526550105	601	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_candidate_selector_stage25_shadow_canary_20260726_ep491.partial.user_stopped.20260726T155544/icp_replay_dataset
251897579	250	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_candidate_selector_stage25_shadow_canary_20260726_ep658.partial.user_stopped.20260726T155951/icp_replay_dataset
1433780344	1532	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_promotion_shadow_canary_20260726_ep491.partial.user_stopped.20260726T113915/icp_replay_dataset
113358280	122	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_promotion_shadow_canary_20260726_ep5/icp_replay_dataset
4668032482	5113	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_v2_integrated_promotion_shadow_canary_20260726_ep5.partial.user_stopped.20260726T112350/icp_replay_dataset
2429027409	2573	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_rgapoc_vision_20260723_ep581/icp_replay_dataset
1313554997	1361	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_rgapoc_vision_20260723_ep688/icp_replay_dataset
1267668379	1362	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_rgapoc_vision_20260723_ep814/icp_replay_dataset
1650524722	1725	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_rgapoc_vision_20260723_ep93/icp_replay_dataset
